Period,Region,State,Year,Added & Replaced,Colony Loss,Colony loss %,Disease_unformated,Diseases %,Inventory,"Loss, Colony Collapse Disorder",Other causes %,Other Causes_unformatted,Other Pests %,Other pests_unformatted,Percent Colony Loss,Pesticides %,pesticides_unformatted,Renovated - Inventory,Renovated - Inventory Measured In Pct Of Colonies,Renovated - Inventory Pct,Unknown Causes %,Unknown_unformatted,Varroa Mites %,Varroa Mites_unformatted
JAN THRU MAR,Northeast,VERMONT,2022,0,380,0.05,1.3,0.013,7000,20,0.027,2.7,0.019,1.9,5,0.04,4,0,,0,0.005,0.5,15.20%,15.2
OCT THRU DEC,West,MONTANA,2019,770,7000,0.09,,,71000,1100,0.028,2.8,0.018,1.8,9,0.008,0.8,4000,,5,0.003,0.3,15.70%,15.7
APR THRU JUN,Midwest,IOWA,2016,26000,2400,0.09,18.7,0.187,10500,,0.06,6,0.178,17.8,9,0.006,0.6,760,,3,0.057,5.7,23.50%,23.5
JAN THRU MAR,South,GEORGIA,2017,25000,14000,0.11,0.2,0.002,123000,,0.044,4.4,0.07,7,11,0.026,2.6,21000,,17,0.018,1.8,35.30%,35.3
OCT THRU DEC,South,ALABAMA,2017,550,990,0.13,8.8,0.088,7500,,0.017,1.7,0.101,10.1,13,0.095,9.5,500,,7,0.052,5.2,22.30%,22.3
JAN THRU MAR,South,SOUTH CAROLINA,2019,2000,690,0.05,,,12000,110,0.124,12.4,0.145,14.5,5,0.017,1.7,340,,3,0.01,1,18.50%,18.5
JAN THRU MAR,South,KENTUCKY,2018,760,1200,0.22,0.9,0.009,5500,,0.08,8,0.296,29.6,22,0.11,11,20,,,0.059,5.9,43.00%,43
OCT THRU DEC,South,TENNESSEE,2015,70,1100,0.11,0,0,8500,,0.071,7.1,0.283,28.3,11,0.046,4.6,420,,4,0.036,3.6,43.60%,43.6
JUL THRU SEP,West,ARIZONA,2017,5000,4100,0.16,0.5,0.005,26000,,0.124,12.4,0.004,0.4,16,0.011,1.1,3200,,12,0.063,6.3,19.80%,19.8
JAN THRU MAR,West,ARIZONA,2018,810,6000,0.23,4.6,0.046,25000,,0.079,7.9,0.043,4.3,23,0.153,15.3,230,,1,0.042,4.2,36.30%,36.3
OCT THRU DEC,South,ARKANSAS,2017,2500,7500,0.3,26.6,0.266,25000,,0.241,24.1,0.292,29.2,30,0.31,31,440,,2,0.004,0.4,37.50%,37.5
JAN THRU MAR,Midwest,ILLINOIS,2019,210,2300,0.26,3.1,0.031,9000,530,0.155,15.5,0.147,14.7,26,0.007,0.7,80,,1,0.101,10.1,33.30%,33.3
APR THRU JUN,West,WYOMING,2017,6000,1300,0.04,12.6,0.126,15000,,0.057,5.7,0.035,3.5,4,0.028,2.8,3500,,12,0.019,1.9,34.10%,34.1
APR THRU JUN,Northeast,NEW YORK,2020,6000,4000,0.07,0.6,0.006,34000,20,0.035,3.5,0.025,2.5,7,,,2800,,5,0.005,0.5,20.70%,20.7
OCT THRU DEC,West,ARIZONA,2020,5500,4000,0.15,,,25000,1000,0.023,2.3,,,15,0.045,4.5,600,,2,0.183,18.3,22.50%,22.5
APR THRU JUN,Midwest,IOWA,2022,5000,2300,0.08,1.6,0.016,27000,100,0.046,4.6,0.011,1.1,8,0.009,0.9,2400,,9,0.082,8.2,49.30%,49.3
APR THRU JUN,South,TEXAS,2017,43000,28000,0.08,1.5,0.015,345000,,0.028,2.8,0.168,16.8,8,0.124,12.4,148000,,42,0.014,1.4,28.70%,28.7
JAN THRU MAR,South,NORTH CAROLINA,2022,3100,2300,0.1,,,20000,130,0.024,2.4,0.076,7.6,10,0,0,520,,2,0.01,1,23.40%,23.4
JUL THRU SEP,Midwest,ILLINOIS,2017,710,1100,0.08,2.8,0.028,13000,,0.046,4.6,0.142,14.2,8,0.028,2.8,1200,,9,0.033,3.3,29.90%,29.9
JUL THRU SEP,South,OKLAHOMA,2016,30,560,0.15,0.3,0.003,3700,,0.014,1.4,0.065,6.5,15,0.007,0.7,30,,1,0.218,21.8,7.50%,7.5
APR THRU JUN,Northeast,NEW JERSEY,2016,1900,1500,0.08,0.2,0.002,4200,,0.002,0.2,0.009,0.9,8,0,0,110,,1,0.003,0.3,11.90%,11.9
APR THRU JUN,South,NORTH CAROLINA,2017,5000,3000,0.12,2.3,0.023,24000,,0.051,5.1,0.055,5.5,12,0.008,0.8,2700,,11,0.015,1.5,23.40%,23.4
APR THRU JUN,South,OKLAHOMA,2018,10500,1700,0.11,9.6,0.096,15500,,0.124,12.4,0.109,10.9,11,0.267,26.7,6500,,42,0.001,0.1,60.20%,60.2
JAN THRU MAR,Midwest,INDIANA,2017,1700,1900,0.25,5.2,0.052,7000,,0.104,10.4,0.08,8,25,0.041,4.1,70,,1,0.071,7.1,15.80%,15.8
APR THRU JUN,South,ARKANSAS,2015,11500,1900,0.14,7,0.07,13500,,0.274,27.4,0.634,63.4,14,0.226,22.6,5500,,41,0.093,9.3,65.90%,65.9
JAN THRU MAR,Midwest,WISCONSIN,2021,230,2500,0.06,,,42000,1700,0.036,3.6,,,6,0,0,170,,,0.032,3.2,16.10%,16.1
JAN THRU MAR,West,OREGON,2019,8000,7500,0.08,0.2,0.002,89000,2300,0.027,2.7,0.001,0.1,8,0.002,0.2,1800,,2,0.005,0.5,18.00%,18
OCT THRU DEC,South,WEST VIRGINIA,2021,10,560,0.07,0.6,0.006,7500,260,0.01,1,0.063,6.3,7,0.019,1.9,100,,1,0.031,3.1,13.80%,13.8
OCT THRU DEC,South,GEORGIA,2016,12000,11000,0.1,3.7,0.037,96000,,0.041,4.1,0.086,8.6,10,0.076,7.6,450,,0,0.025,2.5,43.60%,43.6
APR THRU JUN,West,COLORADO,2021,6000,8500,0.34,0,0,17000,120,0.005,0.5,,,34,,,1100,,4,0.029,2.9,56.10%,56.1
OCT THRU DEC,Midwest,OHIO,2021,300,1600,0.09,,,13500,460,0.015,1.5,0.109,10.9,9,0.025,2.5,460,,3,0.066,6.6,36.60%,36.6
JUL THRU SEP,South,OKLAHOMA,2017,80,510,0.12,10,0.1,4400,,0.047,4.7,0.23,23,12,0.038,3.8,270,,6,0.02,2,22.00%,22
JUL THRU SEP,Midwest,OHIO,2015,2300,1900,0.08,0.6,0.006,23000,,0.016,1.6,0.08,8,8,0.234,23.4,880,,4,0.017,1.7,30.70%,30.7
JAN THRU MAR,West,OREGON,2015,4300,6500,0.08,0.4,0.004,77000,,0.016,1.6,0.02,2,8,0.006,0.6,2400,,3,0.011,1.1,20.20%,20.2
JAN THRU MAR,Midwest,INDIANA,2022,130,2900,0.26,1.7,0.017,11000,200,0.097,9.7,0.115,11.5,26,0.036,3.6,30,,,0.059,5.9,28.50%,28.5
APR THRU JUN,Midwest,INDIANA,2018,4000,1800,0.19,0.4,0.004,8000,,0.013,1.3,0.035,3.5,19,0.045,4.5,730,,8,0.011,1.1,78.00%,78
JAN THRU MAR,South,OKLAHOMA,2015,2600,6000,0.23,0.5,0.005,9500,,0.021,2.1,0.101,10.1,23,0,0,260,,1,0.029,2.9,14.50%,14.5
APR THRU JUN,West,OREGON,2017,15500,5000,0.05,8.8,0.088,71000,,0.158,15.8,0.106,10.6,5,0.035,3.5,22000,,24,0.113,11.3,37.20%,37.2
APR THRU JUN,Midwest,WISCONSIN,2015,10000,4600,0.07,1,0.01,25000,,0.152,15.2,0.056,5.6,7,0.082,8.2,5500,,9,0.023,2.3,35.30%,35.3
JAN THRU MAR,South,LOUISIANA,2015,3100,8000,0.16,4.3,0.043,51000,,0.031,3.1,0.047,4.7,16,0.017,1.7,6500,,13,0.021,2.1,17.20%,17.2
JUL THRU SEP,South,SOUTH CAROLINA,2016,990,920,0.07,0.1,0.001,13000,,0.026,2.6,0.188,18.8,7,0.026,2.6,50,,0,0.019,1.9,20.40%,20.4
APR THRU JUN,South,ALABAMA,2022,4600,1300,0.11,1,0.01,12000,270,0.179,17.9,0.143,14.3,11,0.069,6.9,1900,,16,0.037,3.7,36.00%,36
JUL THRU SEP,Midwest,IOWA,2020,1100,1800,0.05,3.9,0.039,34000,430,0.045,4.5,0.294,29.4,5,0.063,6.3,2900,,8,,,49.10%,49.1
APR THRU JUN,Northeast,NEW YORK,2021,15000,3000,0.06,0.5,0.005,28000,820,0.023,2.3,0.039,3.9,6,0.017,1.7,4100,,8,0.035,3.5,35.80%,35.8
APR THRU JUN,South,TENNESSEE,2020,4200,1200,0.09,,,13500,210,0.033,3.3,0.078,7.8,9,0.068,6.8,3200,,24,0.03,3,31.20%,31.2
OCT THRU DEC,Northeast,MAINE,2018,210,1400,0.12,,,12000,,0.012,1.2,0.051,5.1,12,0,0,880,,7,0.001,0.1,9.30%,9.3
JUL THRU SEP,West,HAWAII,2018,1700,1800,0.11,0.1,0.001,16500,,0.001,0.1,0.894,89.4,11,0.001,0.1,3000,,18,0,0,88.30%,88.3
JAN THRU MAR,South,ARKANSAS,2021,690,4900,0.23,0,0,21000,1200,0.038,3.8,0.183,18.3,23,0.132,13.2,130,,1,0.025,2.5,27.20%,27.2
JAN THRU MAR,West,MONTANA,2018,840,140,,,,35000,,0.001,0.1,,,,0.261,26.1,0,,0,0.001,0.1,28.90%,28.9
JAN THRU MAR,Northeast,VERMONT,2015,1200,700,0.13,0,0,5500,,0.058,5.8,0.056,5.6,13,0,0,20,,0,0.049,4.9,2.30%,2.3
APR THRU JUN,West,HAWAII,2018,330,380,0.02,0.4,0.004,16500,,0.008,0.8,0.919,91.9,2,0,0,3100,,19,0.002,0.2,88.30%,88.3
JUL THRU SEP,South,NORTH CAROLINA,2015,2500,2900,0.12,0.7,0.007,24000,,0.057,5.7,0.279,27.9,12,0.075,7.5,1100,,5,0.085,8.5,33.90%,33.9
APR THRU JUN,South,NORTH CAROLINA,2015,5500,1800,0.08,0.3,0.003,19500,,0.058,5.8,0.143,14.3,8,0.035,3.5,3300,,14,0.03,3,51.00%,51
OCT THRU DEC,Northeast,NEW JERSEY,2016,400,340,0.03,0.4,0.004,12000,,0.034,3.4,0.113,11.3,3,0.019,1.9,0,,0,0.086,8.6,28.60%,28.6
JUL THRU SEP,West,MONTANA,2020,6500,8500,0.06,0.9,0.009,138000,360,0.086,8.6,0.021,2.1,6,,,28000,,20,0.012,1.2,36.60%,36.6
JAN THRU MAR,Midwest,IOWA,2020,6000,1600,0.09,0,0,9000,620,0.057,5.7,0.019,1.9,9,,,420,,2,0.055,5.5,22.30%,22.3
JAN THRU MAR,South,TEXAS,2019,61000,17000,0.05,5.3,0.053,260000,600,0.069,6.9,0.065,6.5,5,0.083,8.3,35000,,11,0.03,3,26.10%,26.1
APR THRU JUN,Northeast,CONNECTICUT,2021,1100,60,0.02,0.1,0.001,3800,10,0.01,1,0.06,6,2,,,340,,9,0,0,16.50%,16.5
JUL THRU SEP,South,GEORGIA,2020,22000,23000,0.14,3.5,0.035,150000,10000,0.053,5.3,0.225,22.5,14,0.034,3.4,35000,,21,0.13,13,49.60%,49.6
JAN THRU MAR,South,SOUTH CAROLINA,2018,1900,1800,0.12,0.7,0.007,13500,,0.135,13.5,0.155,15.5,12,0.026,2.6,2800,,19,0.03,3,29.30%,29.3
OCT THRU DEC,West,CALIFORNIA,2017,90000,155000,0.13,7.4,0.074,680000,,0.171,17.1,0.141,14.1,13,0.17,17,104000,,9,0.063,6.3,47.90%,47.9
JUL THRU SEP,Midwest,ILLINOIS,2015,1300,1400,0.1,0.6,0.006,14000,,0.034,3.4,0.03,3,10,0.004,0.4,1100,,8,0.01,1,7.70%,7.7
OCT THRU DEC,Northeast,PENNSYLVANIA,2016,120,3100,0.15,1,0.01,21000,,0.049,4.9,0.026,2.6,15,0.028,2.8,180,,1,0.031,3.1,18.70%,18.7
JAN THRU MAR,South,LOUISIANA,2017,11000,2700,0.06,0.1,0.001,44000,,0.043,4.3,0.096,9.6,6,0.018,1.8,1900,,4,0.018,1.8,25.80%,25.8
APR THRU JUN,South,VIRGINIA,2018,2600,500,0.08,3.2,0.032,5000,,0.231,23.1,0.188,18.8,8,0.013,1.3,700,,12,0.015,1.5,22.70%,22.7
JAN THRU MAR,Northeast,MAINE,2021,60,300,0.1,,,2900,170,0.022,2.2,0.026,2.6,10,0,0,80,,3,0.021,2.1,7.20%,7.2
JUL THRU SEP,Northeast,CONNECTICUT,2015,190,50,0.01,0.4,0.004,3700,,0.078,7.8,0.012,1.2,1,0.015,1.5,440,,12,0,0,39.30%,39.3
JUL THRU SEP,Midwest,NEBRASKA,2015,500,6000,0.08,10.9,0.109,67000,,0.046,4.6,0.103,10.3,8,0.132,13.2,6000,,8,0.043,4.3,33.20%,33.2
APR THRU JUN,West,MONTANA,2022,5500,970,0.01,0,0,38000,4300,0.088,8.8,0,0,1,0.018,1.8,8000,,8,0,0,9.20%,9.2
JUL THRU SEP,Midwest,MICHIGAN,2020,37000,34000,0.32,3.4,0.034,96000,8500,0.059,5.9,0.145,14.5,32,0.089,8.9,11000,,10,0.01,1,53.10%,53.1
JAN THRU MAR,South,KENTUCKY,2021,1000,2100,0.19,,,11000,240,0.051,5.1,0.169,16.9,19,0,0,80,,1,0.093,9.3,27.50%,27.5
APR THRU JUN,South,ARKANSAS,2022,5000,2800,0.13,2,0.02,19000,380,0.065,6.5,0.144,14.4,13,0.112,11.2,1100,,5,0.038,3.8,22.20%,22.2
OCT THRU DEC,South,MISSISSIPPI,2021,30,3000,0.13,0,0,15500,600,,,0.086,8.6,13,0.058,5.8,240,,1,0.083,8.3,27.80%,27.8
OCT THRU DEC,Northeast,NEW JERSEY,2017,330,1200,0.08,4.4,0.044,15500,,0.033,3.3,0.068,6.8,8,0.044,4.4,270,,2,0,0,18.90%,18.9
OCT THRU DEC,Northeast,MAINE,2020,180,100,0.01,0.5,0.005,9000,40,0.012,1.2,,,1,0,0,250,,3,0.006,0.6,30.80%,30.8
JAN THRU MAR,Northeast,NEW JERSEY,2018,180,730,0.11,0,0,6500,,0.038,3.8,0.019,1.9,11,0.004,0.4,190,,3,0.008,0.8,14.90%,14.9
JAN THRU MAR,West,IDAHO,2022,7500,8000,0.04,,,194000,4700,0.014,1.4,0.011,1.1,4,0.155,15.5,1000,,,0.013,1.3,57.00%,57
JUL THRU SEP,West,WYOMING,2017,3100,5500,0.15,9.3,0.093,35000,,0.056,5.6,0.016,1.6,15,0.044,4.4,3500,,10,0.052,5.2,21.80%,21.8
JAN THRU MAR,Midwest,NEBRASKA,2019,0,2500,0.15,32,0.32,13500,1500,0.022,2.2,0.013,1.3,15,0.008,0.8,0,,0,0.001,0.1,32.30%,32.3
JUL THRU SEP,South,LOUISIANA,2015,2300,2000,0.04,0,0,50000,,0.03,3,0.023,2.3,4,0.016,1.6,1800,,3,0.002,0.2,25.90%,25.9
JUL THRU SEP,Midwest,KANSAS,2015,100,1000,0.11,0.2,0.002,9000,,0.148,14.8,0.162,16.2,11,0.141,14.1,160,,2,0.017,1.7,22.50%,22.5
OCT THRU DEC,West,WASHINGTON,2020,6000,16500,0.16,22.9,0.229,102000,10500,0.047,4.7,0.202,20.2,16,0.026,2.6,2000,,2,0.044,4.4,25.50%,25.5
JAN THRU MAR,South,MISSISSIPPI,2022,12000,3300,0.09,6.5,0.065,20000,610,0.018,1.8,0.132,13.2,9,0.02,2,2100,,6,0.094,9.4,39.70%,39.7
JAN THRU MAR,Midwest,MISSOURI,2017,400,1200,0.16,0.5,0.005,7000,,0.054,5.4,0.154,15.4,16,0.027,2.7,10,,,0.052,5.2,16.60%,16.6
JUL THRU SEP,Midwest,MINNESOTA,2020,1800,10500,0.09,,,114000,1900,0.022,2.2,0.037,3.7,9,0.082,8.2,3700,,3,0.017,1.7,46.30%,46.3
OCT THRU DEC,West,ARIZONA,2018,2200,5000,0.19,3.1,0.031,26000,,0.071,7.1,0.083,8.3,19,,,330,,1,0.03,3,20.60%,20.6
OCT THRU DEC,Midwest,OHIO,2019,800,2700,0.14,0.4,0.004,19000,980,0.033,3.3,0.056,5.6,14,0.006,0.6,390,,2,0.076,7.6,33.20%,33.2
OCT THRU DEC,Northeast,PENNSYLVANIA,2019,1600,3800,0.18,1,0.01,21000,390,0.023,2.3,0.046,4.6,18,0.032,3.2,1100,,5,0.029,2.9,33.20%,33.2
APR THRU JUN,West,COLORADO,2015,6000,1900,0.08,4.6,0.046,12000,,0.034,3.4,0.018,1.8,8,0.028,2.8,3500,,14,0.066,6.6,38.60%,38.6
APR THRU JUN,Northeast,CONNECTICUT,2015,1100,80,0.03,1.9,0.019,3000,,0.01,1,0.004,0.4,3,0.008,0.8,150,,5,0.007,0.7,10.20%,10.2
APR THRU JUN,South,FLORIDA,2015,44000,35000,0.16,2.7,0.027,210000,,0.136,13.6,0.264,26.4,16,0.177,17.7,24000,,11,0.054,5.4,44.20%,44.2
APR THRU JUN,West,IDAHO,2015,16500,6500,0.09,6.5,0.065,62000,,0.137,13.7,0.067,6.7,9,0.06,6,10500,,15,0.003,0.3,25.50%,25.5
APR THRU JUN,South,KENTUCKY,2015,3600,980,0.12,5.3,0.053,7500,,0.095,9.5,0.182,18.2,12,0.018,1.8,1500,,18,0.029,2.9,21.70%,21.7
APR THRU JUN,Northeast,MAINE,2015,3500,3200,0.11,0.1,0.001,4600,,0.005,0.5,0.345,34.5,11,0.345,34.5,700,,2,0.001,0.1,72.10%,72.1
APR THRU JUN,Northeast,NEW JERSEY,2015,2100,1800,0.1,0.3,0.003,8500,,0.01,1,0.036,3.6,10,0.261,26.1,2900,,15,0.024,2.4,52.50%,52.5
APR THRU JUN,Midwest,SOUTH DAKOTA,2015,27000,21000,0.07,1.8,0.018,100000,,0.014,1.4,0.111,11.1,7,0.02,2,23000,,8,0.015,1.5,9.80%,9.8
APR THRU JUN,South,TEXAS,2015,76000,33000,0.11,2.5,0.025,305000,,0.074,7.4,0.229,22.9,11,0.066,6.6,94000,,30,0.03,3,19.30%,19.3
APR THRU JUN,South,VIRGINIA,2015,2100,270,0.04,1.8,0.018,7500,,0.03,3,0.13,13,4,0.002,0.2,430,,6,0.045,4.5,26.20%,26.2
APR THRU JUN,West,ARIZONA,2016,14000,3700,0.16,17.2,0.172,22000,,0.174,17.4,0.475,47.5,16,0.12,12,1600,,7,0.035,3.5,26.80%,26.8
APR THRU JUN,South,ARKANSAS,2016,12000,3400,0.14,5.5,0.055,24000,,0.034,3.4,0.085,8.5,14,0.001,0.1,1600,,7,0.016,1.6,84.90%,84.9
APR THRU JUN,South,FLORIDA,2016,43000,29000,0.12,10,0.1,240000,,0.101,10.1,0.233,23.3,12,0.116,11.6,21000,,9,0.02,2,48.20%,48.2
APR THRU JUN,Midwest,INDIANA,2016,2700,220,0.03,0,0,4300,,0.028,2.8,0.029,2.9,3,0.021,2.1,900,,13,0.043,4.3,12.50%,12.5
APR THRU JUN,South,MARYLAND,2016,2800,320,0.04,2.4,0.024,8000,,0.033,3.3,0.023,2.3,4,0.029,2.9,400,,4,0.006,0.6,4.20%,4.2
APR THRU JUN,Midwest,MINNESOTA,2016,24000,13000,0.1,6.5,0.065,27000,,0.086,8.6,0.06,6,10,0.182,18.2,4200,,3,0.076,7.6,20.80%,20.8
APR THRU JUN,South,MISSISSIPPI,2016,9000,3700,0.04,1.2,0.012,85000,,0.012,1.2,0.023,2.3,4,0.027,2.7,61000,,68,0.001,0.1,12.30%,12.3
APR THRU JUN,West,MONTANA,2016,25000,7000,0.04,4.5,0.045,62000,,0.069,6.9,0.071,7.1,4,0.039,3.9,13500,,9,0.002,0.2,30.30%,30.3
APR THRU JUN,Northeast,NEW YORK,2016,13500,4000,0.09,0.9,0.009,31000,,0.041,4.1,0.031,3.1,9,0.117,11.7,1500,,3,0.038,3.8,20.40%,20.4
APR THRU JUN,Midwest,NORTH DAKOTA,2016,23000,27000,0.05,2.1,0.021,110000,,0.036,3.6,0.037,3.7,5,0.011,1.1,95000,,18,0.002,0.2,16.20%,16.2
APR THRU JUN,South,SOUTH CAROLINA,2016,2200,1300,0.1,1,0.01,12500,,0.143,14.3,0.366,36.6,10,0.358,35.8,410,,3,0.013,1.3,51.30%,51.3
APR THRU JUN,South,TENNESSEE,2016,3900,580,0.07,0.1,0.001,8000,,0.091,9.1,0.227,22.7,7,0.004,0.4,200,,3,0.026,2.6,40.90%,40.9
APR THRU JUN,South,VIRGINIA,2016,2200,230,0.04,6.8,0.068,6000,,0.073,7.3,0.042,4.2,4,0.06,6,480,,7,0.029,2.9,23.10%,23.1
APR THRU JUN,West,ARIZONA,2017,12500,2600,0.12,19.7,0.197,22000,,0.204,20.4,0.159,15.9,12,0.124,12.4,3000,,14,0.007,0.7,58.40%,58.4
APR THRU JUN,West,CALIFORNIA,2017,160000,90000,0.09,3.1,0.031,980000,,0.048,4.8,0.077,7.7,9,0.13,13,220000,,22,0.034,3.4,38.00%,38
APR THRU JUN,Northeast,CONNECTICUT,2017,2200,140,0.05,0,0,3000,,0.019,1.9,0.002,0.2,5,0.005,0.5,350,,12,0.007,0.7,9.10%,9.1
APR THRU JUN,Midwest,MICHIGAN,2017,20000,7500,0.08,0.2,0.002,55000,,0.009,0.9,0.072,7.2,8,0.021,2.1,13500,,14,0.005,0.5,19.10%,19.1
APR THRU JUN,West,NEW MEXICO,2017,3300,1800,0.24,72.9,0.729,7000,,0.356,35.6,0.006,0.6,24,0,0,3900,,52,0.006,0.6,88.40%,88.4
APR THRU JUN,South,SOUTH CAROLINA,2017,3000,870,0.04,15.1,0.151,20000,,0.041,4.1,0.217,21.7,4,0.185,18.5,3700,,19,0.004,0.4,24.30%,24.3
APR THRU JUN,South,ALABAMA,2018,1700,650,0.08,1.3,0.013,7000,,0.094,9.4,0.273,27.3,8,0.144,14.4,710,,8,0.021,2.1,25.20%,25.2
APR THRU JUN,South,ARKANSAS,2018,13000,2000,0.13,0.7,0.007,14500,,0.17,17,0.128,12.8,13,0.022,2.2,1900,,12,0.132,13.2,30.90%,30.9
APR THRU JUN,South,KENTUCKY,2018,1500,910,0.15,0.6,0.006,5500,,0.041,4.1,0.202,20.2,15,0.01,1,560,,9,0.059,5.9,40.90%,40.9
APR THRU JUN,Northeast,MAINE,2018,430,3100,0.13,0.2,0.002,2200,,0.005,0.5,0.008,0.8,13,0.013,1.3,790,,3,,,1.40%,1.4
APR THRU JUN,South,MARYLAND,2018,2400,370,0.05,0.8,0.008,7000,,0.044,4.4,0.034,3.4,5,0.003,0.3,1200,,15,0.004,0.4,11.80%,11.8
APR THRU JUN,West,MONTANA,2018,17000,5500,0.03,3.3,0.033,50000,,0.009,0.9,0.047,4.7,3,0.017,1.7,22000,,13,0.012,1.2,42.90%,42.9
APR THRU JUN,Northeast,PENNSYLVANIA,2018,6000,1100,0.06,2.2,0.022,15500,,0.016,1.6,0.16,16,6,0.02,2,1600,,8,0.019,1.9,31.30%,31.3
APR THRU JUN,Midwest,SOUTH DAKOTA,2018,12500,17000,0.1,7.3,0.073,10000,,0.375,37.5,0.404,40.4,10,0.038,3.8,65000,,38,,,55.10%,55.1
APR THRU JUN,South,TEXAS,2018,79000,38000,0.12,8.1,0.081,305000,,0.085,8.5,0.177,17.7,12,0.045,4.5,71000,,23,0.146,14.6,26.50%,26.5
APR THRU JUN,South,ARKANSAS,2020,4900,1800,0.11,5.1,0.051,17000,900,0.021,2.1,0.153,15.3,11,0.246,24.6,800,,5,0.124,12.4,40.50%,40.5
APR THRU JUN,West,COLORADO,2020,7000,2100,0.08,,,16500,310,0.005,0.5,,,8,0,0,2800,,10,0.025,2.5,35.40%,35.4
APR THRU JUN,West,HAWAII,2020,3000,0,0,1,0.01,15500,0,0.011,1.1,0.411,41.1,0,0,0,2300,,15,0,0,43.10%,43.1
APR THRU JUN,West,IDAHO,2020,22000,18000,0.22,11.1,0.111,48000,2400,0.069,6.9,0.109,10.9,22,0.086,8.6,29000,,36,0.058,5.8,44.20%,44.2
APR THRU JUN,Midwest,ILLINOIS,2020,4200,1500,0.13,1,0.01,12000,190,0.119,11.9,0.082,8.2,13,0.083,8.3,1700,,14,0.04,4,23.50%,23.5
APR THRU JUN,Midwest,MICHIGAN,2020,11000,1500,0.02,2.2,0.022,64000,420,0.032,3.2,0.115,11.5,2,0.06,6,10000,,12,0.011,1.1,38.00%,38
APR THRU JUN,Midwest,NORTH DAKOTA,2020,53000,20000,0.05,2.5,0.025,67000,9000,0.03,3,0.017,1.7,5,0.031,3.1,38000,,9,0.019,1.9,28.80%,28.8
APR THRU JUN,West,OREGON,2020,11000,2500,0.03,7.5,0.075,89000,1500,0.059,5.9,0.017,1.7,3,0.022,2.2,19000,,20,0.007,0.7,28.00%,28
APR THRU JUN,South,SOUTH CAROLINA,2020,2700,1700,0.09,0.5,0.005,18500,310,0.057,5.7,0.062,6.2,9,,,2500,,14,0.005,0.5,29.10%,29.1
APR THRU JUN,South,TEXAS,2020,15000,35000,0.09,3.3,0.033,360000,4100,0.057,5.7,0.077,7.7,9,0.046,4.6,136000,,35,0.058,5.8,30.20%,30.2
APR THRU JUN,West,UTAH,2020,8500,2800,0.09,,,21000,130,,,0,0,9,0.131,13.1,13000,,42,0.077,7.7,38.40%,38.4
APR THRU JUN,West,WASHINGTON,2020,5000,3500,0.03,0.7,0.007,50000,370,0.013,1.3,,,3,0.01,1,3300,,3,,,10.60%,10.6
APR THRU JUN,South,WEST VIRGINIA,2020,1600,570,0.08,0.7,0.007,7500,130,0.028,2.8,0.018,1.8,8,0.005,0.5,1500,,20,0.019,1.9,46.20%,46.2
APR THRU JUN,South,ALABAMA,2021,3400,2700,0.28,0.5,0.005,9500,90,0.058,5.8,0.35,35,28,0.021,2.1,930,,10,0.074,7.4,55.20%,55.2
APR THRU JUN,Midwest,IOWA,2021,11000,2200,0.08,1.2,0.012,25000,1200,0.026,2.6,0.025,2.5,8,0.008,0.8,3900,,13,0.082,8.2,13.70%,13.7
APR THRU JUN,South,KENTUCKY,2021,2100,270,0.02,1,0.01,10000,50,0.042,4.2,0.04,4,2,0.022,2.2,4500,,39,0.026,2.6,21.50%,21.5
APR THRU JUN,Northeast,NEW JERSEY,2021,1400,410,0.02,0,0,14500,50,0.018,1.8,0.055,5.5,2,0.026,2.6,140,,1,0.013,1.3,11.80%,11.8
APR THRU JUN,South,NORTH CAROLINA,2021,6000,1700,0.07,,,22000,150,,,0.035,3.5,7,,,3300,,14,,,35.80%,35.8
APR THRU JUN,West,OREGON,2021,25000,3300,0.03,6.2,0.062,60000,530,0.065,6.5,0.083,8.3,3,0.101,10.1,19500,,18,0.018,1.8,17.20%,17.2
APR THRU JUN,South,SOUTH CAROLINA,2021,4200,1700,0.09,2.1,0.021,18000,140,0.091,9.1,0.327,32.7,9,,,4900,,26,0.05,5,48.40%,48.4
APR THRU JUN,South,TENNESSEE,2021,4800,720,0.06,,,12000,80,0.031,3.1,0.103,10.3,6,0.024,2.4,3400,,28,,,22.40%,22.4
APR THRU JUN,South,VIRGINIA,2021,3100,530,0.06,3.6,0.036,8000,120,0.027,2.7,0.063,6.3,6,0.021,2.1,820,,10,0.037,3.7,13.30%,13.3
APR THRU JUN,West,WASHINGTON,2021,9500,2900,0.02,8.4,0.084,66000,240,0.047,4.7,0.191,19.1,2,0.012,1.2,2600,,2,,,31.70%,31.7
APR THRU JUN,South,WEST VIRGINIA,2021,1900,170,0.02,1.1,0.011,8000,40,0.01,1,0.039,3.9,2,0,0,390,,4,0.022,2.2,5.20%,5.2
APR THRU JUN,Midwest,INDIANA,2022,5500,1600,0.16,0.5,0.005,8000,0,0.067,6.7,0.046,4.6,16,0.039,3.9,620,,6,0.043,4.3,25.90%,25.9
APR THRU JUN,South,LOUISIANA,2022,8500,1900,0.04,4.6,0.046,43000,960,0.023,2.3,0.095,9.5,4,0.046,4.6,11500,,27,0.024,2.4,30.60%,30.6
APR THRU JUN,Northeast,MAINE,2022,1300,890,0.05,,,7000,100,,,0,0,5,0,0,300,,2,,,,
